Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Khác,Link
Senior Digital Marketing,CÔNG TY CỔ PHẦN CÔNG NGHỆ & THỂ THAO UNITY,15 Tr - 25 Tr VND,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , CNTT - Phần mềm",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC1.      Trình độ:Cao đẳng/ Đại học - Ưu tiên tốt nghiệp chuyên ngành Marketing2.      Kiến thức:Marekting, Digital Marketing3.      Kinh nghiệm:Từ 1 năm kinh nghiệm trở lên4.      Kỹ năng Kỹ năng lắng nghe và thấu hiểuKỹ năng giải quyết vấn đề hiệu quảKỹ năng đọc và phân tích số liệu5.       Các yêu cầu khác:  Tư duy logic và chiến lược Tư duy xây dựng hệ thống phát triển bền vững Biết cơ bản sử dụng các phần mềm ứng dụng đồ họa cơ bản Sáng tạo và năng động Sẵn sàng học hỏi những kiến thức mới để phát triển công việcQUYỀN LỢILương từ 15- 25 triệu tùy theo năng lựcĐược hưởng lương tháng 13, đóng bảo hiểm đầy đủ.Tham gia các hoạt động team building, du lịch cùng công ty.Các chính sách và chế độ ưu đãi khác.",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiLương: 15 Tr - 25 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/senior-digital-marketing.35BF33B8.html
Chuyên Viên SEO,CÔNG TY CỔ PHẦN CÔNG NGHỆ & THỂ THAO UNITY,Cạnh tranh,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp thị trực tuyến , Quảng cáo / Đối ngoại / Truyền Thông , Tiếp thị / Marketing",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCĐã có kinh nghiệm thực tế trong việc tham gia vào các dự án SEOMindset tốt về SEO, người dùng, luôn cập nhật xu hướng SEO mới của thế giớiSử dụng tốt các công cụ SEO như ahrefs, keywordtool. io, Website Auditor, Google SpreadsheetHiểu và sử dụng tốt Google Analytic, Google Console, Data StudioCó kinh nghiệm khai báo Schema cho websiteKinh nghiệm trên 1 năm làm SEOƯu tiênCó hiểu biết, đam mê về lĩnh vực thể thao (Bóng đá, Bóng rổ....)Tiếng Anh đọc hiểu tốt.HTML cơ bản.QUYỀN LỢILương thỏa thuậnĐược đóng BHXH, BHYT, BHTN và nghỉ Lễ Tết, nghỉ phép theo quy định của Nhà nước.Môi trường làm việc năng động, chuyên nghiệp, tạo cơ hội cho nhân viên thỏa sức sáng tạo và phát triển bản thân.Du lịch, nghỉ mát hàng nămThưởng ngày lễ , thưởng lương tháng 13.Địa điểm làm việc: 14A11 Đường Thảo Điền. - Phường Thảo Điền, Quận 2",Độ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-seo.35BF33A1.html
Trưởng Phòng Marketing (Ngành Fitness),CÔNG TY CỔ PHẦN CÔNG NGHỆ & THỂ THAO UNITY,25 Tr - 35 Tr VND,Hồ Chí Minh,15/12/2023,Trưởng nhóm / Giám sát,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Quảng cáo / Đối ngoại / Truyền Thông",2 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTốt nghiệp Đại học trở lên chuyên ngành Marketing, Quản trị kinh doanh, Kinh tế hoặc một số chuyên ngành có liên quan khác;Có ít nhất 2- 3 năm ở vị trí Trưởng phòng Marketing  Có kiến thức truyền thông và marketing tổng thể, có kinh nghiệm xây dựng chiến lược marketingCó kinh nghiệm liên quan đến PR, Branding và Digital trong lĩnh vực truyền thông tại các công ty liên quan đến chuỗi cửa hàng, CLB về gym Fitness, thể thaoCó kỹ năng nghiên cứu & phân tích thị trường, khách hàng;Có kỹ năng lập kế hoạch, kỹ năng thuyết trình, kỹ năng đàm phán, ra quyết định;            Có thể thiết lập quảng cáo trên các nền tảng mạng xã hội như: Facebook, Tiktok,...QUYỀN LỢIMức lương: từ 25 triệu – 35 triệu.Thưởng các ngày Lễ Tết, lương tháng 13. Các chế độ BHXH, BHYT đầy đủ. Team building, nghỉ mát, các hoạt động vui chơi gắn kết nhân sự                                                Thời gian làm việc: 8h30:17h30, từ thứ Hai – sáng thứ 7",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: 25 Tr - 35 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-marketing-nganh-fitness.35BF3398.html
HCM - Head of Ecommerce,CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,Cạnh tranh,Hồ Chí Minh,15/12/2023,Quản lý,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ",3 - 4 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCMust have a minimum of 4 years of experience in e-commerce businesses with the majority in leading a department or higher.Ability to work in a cross functional environment (IT Application team, Merchandising, Marketing).A strong grasp of modern technology and digital tacticsStrong focus on UX (customer first model of thinking).Strong leadership and team development skills with an emphasis on driving results through positive motivation and mentorship",Bằng cấp: Đại họcPhụ cấp khác: Parking allowanceThời gian thử việc: 2 monthsĐộ tuổi: 29 - 40Thời gian làm việc: 09:00 am - 06:00 pm (Mon - Fri)Phúc lợi:Annual health checkFixed 13th-month salary bonus annuallyAnnual performance review for salary raise and promotion.Discount card for employeeNgày nghỉ: 12 days of annual leave.Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/hcm-head-of-ecommerce.35BEF9E6.html
Chuyên viên Digital Marketing,Công ty Cổ phần thương mại và dịch vụ Quốc tế THISO,12 Tr - 18 Tr VND,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp thị / Marketing , Thực phẩm & Đồ uống , Nhà hàng / Khách sạn",2 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTrình độ chuyên môn (Bằng cấp yêu cầu): Tốt nghiệp Đại học trở lên các ưu tiên chuyên ngành: Marketing, Quản trị Kinh doanh, Công nghệ thông tin hoặc các chuyên ngành liên quan;Kinh nghiệm: Kinh nghiệm trên 02 năm vị trí tương tương; Có kinh nghiệm ở các ngành F&B, Hospitality là điểm cộng.Quản lý và triển khai kế hoạch, tư duy phân tích dữ liệu, xây dựng giải pháp truyền thông Marketing trực tuyến, am hiểu giải pháp tối ưu hóa tìm kiếm, định hướng nội dung, công cụ trên nền tảng số. Hiểu rõ về chính sách của giải pháp, nền tảng quảng cao trực tuyến.Có kiến thức nền tảng về QTKD, Marketing. Khả năng lập kế hoạch, triển khai hoạt động Marketing trực tuyến. Kỹ năng biên soạn quy định, quy trình tác nghiệp, nội dung trên nền tảng trực tuyến.Kỹ năng tiếng Anh: thành thạo ( nghe, nói, đọc, viết).","Bằng cấp: Đại họcThời gian thử việc: 02 tháng (full lương)Độ tuổi: 24 - 30Thời gian làm việc: Thứ 2 - Thứ 6, nghỉ 2 thứ 7/thángPhúc lợi:• Phụ cấp cơm 40k/ngày công thực tế• Lương thưởng cuối năm• Nghỉ phép: 12 ngày phép/năm, hoàn phép bằng tiền vào kỳ lương cuối cùng của năm• Thử việc 100% lương• Hỗ trợ chi phí gửi xe, khám sức khỏe định kỳ, đồng phục• Bảo hiểm xã hội theo đúng luật lao độngLương: 12 Tr - 18 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-digital-marketing.35BF0542.html
Senior Marketing Executive (Marketing Team Lead),Công ty Cổ phần Gamuda Land (HCMC),20 Tr - 30 Tr VND,Hồ Chí Minh,15/12/2023,Trưởng nhóm / Giám sát,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Bất động sản",5 - 7 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCQualifications: University Diploma with major in Business Management is preferable.Chuyên môn : Tốt nghiệp Đại Học, chuyên ngành Marketing là một lợi thếExperience: at least 5 years’experience in Marketing Leader.Kinh nghiệm: Ít nhất 5 năm kinh nghiệm làm Trưởng nhóm Marketing.Specific skills / abilities:Kỹ năng: - Fluency in communication, reading, and writing in English and Vietnamese is required.Kỹ năng giao tiếp, đọc, viết Tiếng Anh và Tiếng Việt thành thạo- Basic computer knowledge.Kỹ năng vi tính cơ bản.- Enthusiastic, hardworking and high attention to detail.Nhiệt tình, chăm chỉ và tỉ mỉ trong công việc.Personal qualities: Sale mind set, creating thinking and critical thinkingTính cách: Tư duy bán hàng, sáng tạo và tư duy tốt",Bằng cấp: Cao đẳngĐộ tuổi: 27 - 32Lương: 20 Tr - 30 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/senior-marketing-executive-marketing-team-lead.35BF2ABB.html
Customer Service Manager,Kyowon The Orm Vietnam,Cạnh tranh,Hà Nội,15/12/2023,Quản lý,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông",Trên 3 Năm,Nhân viên chính thức,YÊU CẦU CÔNG VIỆC-        Diploma of university degree or colleague degree-        Over 3 years of experience in MLM company,Bằng cấp: Cao đẳngĐộ tuổi: 25 - 45Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/customer-service-manager.35BF3134.html
Senior Digital Marketing Manager,CHI NHÁNH CÔNG TY TNHH TRANSCOSMOS VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,Cạnh tranh,Hồ Chí Minh,14/12/2023,Quản lý,"Tiếp thị / Marketing , Dịch vụ khách hàng , Quảng cáo / Đối ngoại / Truyền Thông",8 - 10 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC· 8~10-year experience in marketing field or related position· Experience working optimizing ads campaigns across digital channels· Data-driven mindset and analytical, methodical, and creative approach· Knowledge in Google Analytics, SEO, CDP, and CRM· Be able to read, understand Social Listening Reports and apply in planning stage· Deep understanding of diversified data points of social & digital platforms· Deep understanding of Media data points and metrics · Good at data reporting and present the data convincingly· Excellent organizational, time management and multitasking skills· Excellent written and oral communication skills, presentation skill (both Vietnamese & English) · It’s great if you have experience in E-commerce business is a big plus (e.g. KAM at Shopee/Lazada/Tiki), ability to plan & set KPIs and KGIs· It’s great if you have experience in industries such as: Health care, Beauty care, FMCG, F&B, insurance, smartphones, digital wallet, electronics, home appliances, etc",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/senior-digital-marketing-manager.35BF2176.html
Marketing Executive,CÔNG TY CỔ PHẦN CONNECT 360,9 Tr - 15 Tr VND,Hồ Chí Minh,14/12/2023,Nhân viên,"Tiếp thị / Marketing , Hành chính / Thư ký",Trên 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTrình độ học vấn/chuyên môn: Tốt nghiệp đại học các chuyên ngành đến marketing/đồ họa;Kinh nghiệm làm việc: Từ 2 năm kinh nghiệm triển khai Digital marketing;Đam mê thích nghiên cứu, tìm tòi sáng tạo để tạo ra các chiến dịchmarketing phù hợp với xu hướng biến đổi liên tục;Thành thạo ngoại ngữ: Biết tiếng Anh là một lợi thếKỹ năng tin học văn phòng cơ bản.Chăm chỉ, nhiệt tình và hòa đồng.Kế hoạch gắn bó làm việc ổn định lâu dài.Ưu tiên đã có kinh nghiệm quản lý đội nhóm",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: 9 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/marketing-executive.35BF301F.html
Brand Manager/Quản trị thương hiệu,Tổng công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội (HABECO - Bia Hà Nội),15 Tr - 25 Tr VND,Hà Nội,14/12/2023,Nhân viên,"Quảng cáo / Đối ngoại / Truyền Thông , Tiếp thị / Marketing , Thực phẩm & Đồ uống",3 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCCHẾ ĐỘ PHÚC LỢI:- Lương, thưởng 6 tháng, thưởng năm hấp dẫn, ổn định (từ 15-25 triệu tùy năng lực và kinh nghiệm làm việc).- Được hưởng đầy đủ các chế độ BHXH, BHYT, BHTN, nghỉ phép năm theo quy định của Nhà nước.- Được hưởng các chế độ phúc lợi thêm của Tổng công ty (quà tặng bằng hiện vật và tiền vào các ngày lễ, tết, ngày thành lập công ty, tiền nghỉ mát…).- Được mua bảo hiểm sức khỏe cộng thêm.- Hỗ trợ ăn trưa tại công ty - Được đào tạo, làm việc trong môi trường chuyên nghiệp.- Có nhiều cơ hội phát triển nghề nghiệp, lộ trình thăng tiến rõ ràng.YÊU CẦU CÔNG VIỆC:- Trình độ Học vấn: Tốt nghiệp Đại học chính quy ngành Quản trị kinh doanh, Marketing hoặc các ngành kinh tế liên quan.- Kiến thức:Có kiến thức về Marketing/ Quản trị thương hiệu/ Hệ thống phân phối.Hiểu biết về lĩnh vực truyền thông thương hiệu (ATL, BTL).- Kỹ năng:Đọc hiểu các bảng phân tích, báo cáo số liệu kinh doanh.Giao tiếp, thuyết trình, đàm phán, thương lượng, quản lý nhómSắp xếp, lập kế hoạch, phân tích công việc, tổng hợp, giải quyết vấn đề tốt.- Kinh nghiệm: Ít nhất 03 năm làm việc trong lĩnh vực Marketing/truyền thông thương hiệu.- Ưu tiên:Có kinh nghiệm làm việc vị trí tương đương tại các công ty kinh doanh Đồ uống (Bia rượu, nước giải khát, nước uống,…)Hiểu biết về ngành FMCG. Có kiến thức về ngành Bia – Rượu -– Nước giải khát là một lợi thế",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: 15 Tr - 25 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/brand-manager-quan-tri-thuong-hieu.35BF30BB.html
Content Creator,CÔNG TY TNHH BOXGATE,Cạnh tranh,Hồ Chí Minh,14/12/2023,Nhân viên,"Tiếp thị / Marketing , Ngành khác",2 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC2+ years writer/editor experienceProven work experience as a Content Creator, Copywriter or similar roleExcellent writing and editing skills in EnglishTime-management skillsFamiliarity with SEO- BenefitCompetitive salary & full benefits according to Labor CodeCompulsory insurance, accident insurance, periodical health check, annual travel,…Paid leaveBonus when achieving KPILunch at the officeWorking time: From 08:30 to 17:30, Monday to Friday.",Bằng cấp: Trung cấpĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/content-creator.35BF2F45.html
Trưởng nhóm Phát triển thị trường mảng TMĐT (tiếng Trung),Công ty Cổ phần Tập đoàn KITA Group,16 Tr - 24 Tr VND,Hồ Chí Minh,14/12/2023,Quản lý,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Hàng gia dụng / Chăm sóc cá nhân",3 - 8 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC3.        Yêu cầu công việc:o   Tác phong, ngoại hình:- Nam/Nữ, Độ tuổi từ 27 – 40 tuổi.- Tác phong lịch sự, nghiêm túc- Giọng nói dễ nghe, phát âm chuẩno   Bằng cấp, kinh nghiệm:- Tốt nghiệp Đại học chuyên ngành về Marketing hoặc chuyên ngành có liên quan (Truyền thông, Báo chí...)- Có 3 năm kinh nghiệm làm việc về điện gia dụng, hàng tiêu dùng, hàng điện tử...- Ưu tiên ứng viên đã có kinh nghiệm làm việc các Công ty liên quan tới Thương mại điện tử.- Kỹ năng: giao tiếp tốt, thuyết trình, làm việc nhóm, thương thảo, đàm phán, lập kế hoạch, xử lý tình huống- Tính cách: trung thực, chủ động, nhanh nhẹn, linh hoạto   Kỹ năng mềm, tố chất cần thiết:- Thành thạo tiếng Trung, giao tiếp tốt- Ưu tiên ứng viên giao tiếp tốt tiếng Anh- Kiên trì, nhẫn nại trong công việc,- Có mục tiêu rõ ràng, có khả năng giao tiếp và quản lý đội nhóm, có thể dẫn dắt đồng đội hoàn thành mục tiêu đặt ra của Công ty- Tinh thần trách nhiệm cao, chủ động trong công việc và đặt khách hàng lên hàng đầuo   Yêu cầu khác:- Có thể đi công tác nội ngoại thành thường xuyên",Bằng cấp: Đại họcThời gian thử việc: 02 thángĐộ tuổi: 27 - 40Thời gian làm việc: T2-T6: 08.00-17.45Lương: 16 Tr - 24 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-phat-trien-thi-truong-mang-tmdt-tieng-trung.35BF2E7D.html
