Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Link
"thực tập sinh media, chuyên viên tối ưu hóa quảng cáo full-time 2023",công ty truyền thông vmly&r - clickmedia ,Từ 20 Triệu VNĐ trở lên / Tháng,Hồ Chí Minh,DEADLINE: 28/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"REQUIREMENTSJoin us if you have●    2+ years experience in Digital media Fundamental capabilities in media performance, data analysis, and data-driven marketing●       Sufficient planning knowledge on Google, Facebook; especially Google paid search●      Hands-on experience on advertising technology platforms (Google, Facebook Ads Manager, DSP…), and ad-tech to meet and exceed digital marketing goals. Hands-on experience on Tiktok ad, LinkedIn ad, Onsite E-commerce, Programmatic is a plus.●       Able to collaborate and liaise with strategic partners●       Comfortable working in fast-paced and dynamic environment with shifting priorities●       Fast learner, self-starter, go-getter, and intellectually curious on different hats●       Self-motivated problem-solver with quick adjustment and effective solutions●       Good communication skill with intermediate conversational English●       Able to perform multitasking under high pressure.●       Basic understanding of the industry, business, brands, and consumers in Vietnam operational details/ requirements), and future opportunities/ movements withdrawn from real-time performance/ data and insight●      Good at PowerPoint, Excel, good sense of number, passionate working with number, data and report, eyes for details●       Manage partner’s deliverables including regular reports and ad hoc needs●      Ability to present the idea with Clients",https://ybox.vn/tuyen-dung/hcm-cong-ty-truyen-thong-vmly-and-r-clickmedia-tuyen-dung-thuc-tap-sinh-media-chuyen-vien-toi-uu-hoa-quang-cao-full-time-2023-65655df3b4e3b955e344d784
thực tập sinh/nhân viên phân tích kinh doanh fresher full-time 2023,công ty unikon ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Business/ Data Analyst, Business Intelligence(Phân Tích Kinh Doanh)",0,Online; Toàn thời gian,"YÊU CẦU ỨNG VIÊNLIỆU BẠN CÓ PHÙ HỢP VỚI VỊ TRÍ NÀY?Thử cân nhắc xem bạn có những tiêu chí và tố chất phù hợp với vị trí này cùng Unikon không nhé:Bạn đã tốt nghiệp hoặc là sinh viên năm cuối Đại học, có thể tập trung full-time cho công việcCó tư duy logic, kĩ năng tổng hợp, phân tích và sắp xếp thông tin tốt. Có hứng thú với các giải pháp liên quan đến Generative AI.Kỹ năng mềm: quản lý công việc cá nhân, làm việc nhóm, làm việc theo kế hoạch; đặc biệt có ý thức chủ động trong công việc cao, chủ động giao tiếp giữa các team, giao tiếp với khách hàng vì làm việc mô hình Hybrid yêu cầu rất cao kĩ năng này. Trách nhiệm trong công việc, nhanh nhẹn, làm việc tập trung nhằm đảm bảo KPI.Ưu tiên các bạn học ngành Kinh doanh, Kinh tế, Thương mại điện tử hoặc các ngành có liên quan. Sử dụng tiếng Anh tốt là một lợi thế.Đã có kinh nghiệm BA dự án các sản phẩm, giải pháp CNTT là một điểm cộngCó laptop, smartphone & các thiết bị làm việc cá nhân",https://ybox.vn/tuyen-dung/online-startup-hcm-cong-ty-unikon-tuyen-dung-thuc-tap-sinh-nhan-vien-phan-tich-kinh-doanh-fresher-full-time-2023-6565615df9409156de6a9aa0
nhân viên media producer full-time 2023,công ty tmb việt nam ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 30/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNKiến thức chuyên sâu và đam mê skincare khoa họcTiếng Anh thành thạo để nắm bắt trend nước ngoàiBiết nắm bắt các xu hướng video, biết xây dựng mạch video  Có khả năng tư duy ý tưởng trong quá trình dựng video, có khả năng kiểm tra, giám sát tiến độ công việc. Có gu thẩm mỹ tốt, cá tính riêng.  Có kinh nghiệm 1 năm",https://ybox.vn/tuyen-dung/hcm-cong-ty-tmb-viet-nam-tuyen-dung-nhan-vien-media-producer-full-time-2023-65654c392416f94dcc28c465
thực tập sinh phòng sản xuất full-time 2023,công ty thời trang mieu ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng; Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Hành chính, Nhân sự",0,Toàn thời gian; Thực tập,"YÊU CẦU ỨNG VIÊN1Trình độ học vấnSinh viên năm cuối, sinh viên mới ra trường chuyên ngành Công nghệ may2Kiến thức chuyên môn & kỹ năngCó hiểu biết về kỹ thuật may cơ bảnCó hiểu biết về quy trình sản xuấtAm hiểu các chất liệu vải, các kỹ thuật tạo form và trang trí của trang phục3Thời gian thực tập3 thángƯu tiên làm việc từ thứ 2 đến thứ 6Thời gian: 08:30 - 17:304Phẩm chấtCó trách nhiệm trong công việcTỉ mỉ & chăm chỉHam học hỏi và chủ động5Yêu cầu khácCó nguyện vọng gắn bó lâu dài với công tyBiết may thời trang",https://ybox.vn/tuyen-dung/hcm-cong-ty-thoi-trang-mieu-tuyen-dung-thuc-tap-sinh-phong-san-xuat-full-time-2023-65656ffc8ef45a5f391abb3d
nhân viên livestream part-time/fulltime 2023,công ty xuất nhập khẩu gold fuji ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng; Thỏa thuận,Hà Nội,HẠN CUỐI: 23/12/2023,Bán hàng (Sales),0,Bán thời gian; Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Có ngoại hình xinh, Gương mặt ưa nhìn, tự tin, tính tình vui vẻ- Có giọng nói chuẩn, hay, khả năng diễn đạt lưu loát, giao lưu hoạt bát.- Có khả năng kiểm soát livestream, giao tiếp, tương tác tốt, người mua hàng",https://ybox.vn/tuyen-dung/hn-cong-ty-xuat-nhap-khau-gold-fuji-tuyen-dung-nhan-vien-livestream-part-time-fulltime-2023-6565a52af063507166aca39c
"thực tập sinh thiết kế, chuyên viên editor full-time 2023",công ty truyền thông 5bit ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊNThành thạo các công cụ Adobe, Premiere, After Effect, Capcut, Davinci ResolveTính cách: năng động, cởi mở, trung thựcNhiệt huyết và sáng tạo, khả năng làm việc đội nhóm và tinh thần cầu tiến ",https://ybox.vn/tuyen-dung/hn-cong-ty-truyen-thong-5bit-tuyen-dung-thuc-tap-sinh-thiet-ke-chuyen-vien-editor-full-time-2023-6565631e92cc2158a2d9a511
chuyên viên video editor full-time 2023,công ty mic creative ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR; Thiết kế",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNKiến thức chuyên môn:Có kinh nghiệm tối thiểu 1 năm trở lên.Có sẵn trang thiết bị cơ bản để phục vụ công việc.Sử dụng thành thạo các phần mềm thiết kế, chỉnh sửa ảnh, video: Premiere, After Effect, AI và các phần mềm khác có liên quan.Sử dụng thành thạo các loại máy quay, flycam…Có kiến thức về kỹ thuật hình ảnh, ánh sáng, âm thanh, biết kỹ xảo…Có tư duy tốt về hình ảnh, khuôn hình, góc máy.Sáng tạo, gu thẩm mỹ tốt, cập nhật xu hướng thường xuyên.Kỹ năng:Trung thực, cầu tiến, và có trách nhiệm trong công việc.Thái độ cầu thị, biết lắng nghe, tích cực phản hồi và tiếp nhận góp ý.Nhiệt tình, không ngại áp lực, sẵn sàng hỗ trợ khi cần.Có khả năng làm việc nhóm và độc lậpBạn sẽ có thêm điểm cộng khi:Có tư duy/ kinh nghiệm làm video cho các nền tảng TikTok, Facebook.Có thể đi công tác (nếu cần).",https://ybox.vn/tuyen-dung/hn-cong-ty-mic-creative-tuyen-dung-chuyen-vien-video-editor-full-time-2023-6565981a869ef36ce0861a45
nhân viên content marketing full-time 2023,công ty vietnam tickets ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Tốt ngiệp các ngành về truyền thông, PR, Marketing là một lợi thế.- Có kinh nghiệm, kiến thức viết bài SEO, đăng bài, tối ưu bài web, về quản lý và xây dựng các trang mạng xã hội và các công cụ phân tích social.- Ưu tiên có kinh nghiệm về quản lý Web, Fanpage, …- Định hướng công việc rõ ràng. Yêu thích công việc làm nội dung.- Có khả năng viết tốt, truyền đạt thu hút, biến ý tưởng thành nội dung được diễn đạt một cách cụ thể dưới dạng văn bản hoặc hình ảnh.- Hiểu biết về SEO và tiêu chí viết content SEO website.-Có khả năng sử dụng cơ bản các phần mềm chỉnh sửa hình ảnh (Photoshop, AI, Canva …)- Nhanh nhẹn, biết cách tổ chức và sắp xếp công việc, có khả năng làm việc độc lập và chủ động trong công việc.- Có hiểu biết về lĩnh vực du lịch, hàng không, visa,… là một lợi thế",https://ybox.vn/tuyen-dung/hcm-cong-ty-vietnam-tickets-tuyen-dung-nhan-vien-content-marketing-full-time-2023-656550bb30fd795082ef24f8
trợ lý nghiên cứu full-time 2023,công ty nghiên cứu thị trường vinamr ,Thỏa thuận,Hồ Chí Minh,DEADLINE: 31/1/2024,"Hành chính, Nhân sự",6 tháng,Toàn thời gian,"REQUIREMENTS-        At least 2 year’s relevant experience (from agency / client side)-        Bachelor Degree in Marketing / Advertising / Business-        Languages required: strong command of English, Vietnamese-        Proficient in the use of standard desktop word processing, PowerPoint, and spreadsheet-        Software e.g. MS Word, MS Excel PowerPoint & internet browser software-        Strong interpersonal and communication skillsAge under 30-year-old",https://ybox.vn/tuyen-dung/hcm-cong-ty-nghien-cuu-thi-truong-vinamr-tuyen-dung-tro-ly-nghien-cuu-full-time-2023-656457ba3ee0037f9e9aecbc
project coordinator (abbott) full-time 2023,công ty golden communication group ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊNNam, Nữ - Từ 18 tuổi trở lênCó kinh nghiệm trong ngành sữa & có am hiểu về công nghệ là 1 lợi thếSử dụng máy tính thành thạo và các phần mềm văn phòng MS OfficeCó tính ứng biến cao trong công việc, xử lý gọn các vấn đề phát sinh trong livestreamCó sự chủ động trong công việc và làm việc độc lập hoặc theo teamCó kỹ năng thảo luận và phối hợp với các phòng ban để hoàn thành dự án và đảm bảo tiến độNhanh nhẹn, hòa đồng, có tinh thần học hỏi và tính sáng tạo cao trong công việcSức khỏe tốt. Đáp ứng được thời gian làm việc đặc thù của ngành livestream. Sẵn sàng làm thêm giờ để đảm bảo hiệu quả và chất lượng công việc",https://ybox.vn/tuyen-dung/hcm-cong-ty-golden-communication-group-tuyen-dung-project-coordinator-abbott-full-time-2023-65647844b8518b0bb0e0379c
thực tập sinh marketing and communication full-time 2023,công ty thiết kế ánh sáng kobi lighting studio ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng; Thỏa thuận,Hồ Chí Minh,DEADLINE: 31/12/2023,"Marketing, Truyền Thông, PR",0,Thực tập; Toàn thời gian,"REQUIREMENTSExpected Candidates Profile:Degree or Master Degree in Marketing, Communication or related field;Available for a 06 to 12 months mission;A particular interest for Foreign cultures, Literature and Design;This position is open to Vietnameses, foreigners. Bicultural profiles are highly appreciated;Smart communication is required with the team and to the market;Vietnamese & Fluent in English are requested, French is a plus;Be able to adapt with a creative multicultural team.Our Skills & Behavioral RequirementsProficient in Microsoft Office (Word, Excel, and PowerPoint);Photoshop, Canva, Capcut and/or Adobe Premiere and InDesign are a plus;Familiar with Social Media Management skill is a plus;Attention to Details;Fast learning capabilities;Able to assess, and understand complex problems and summary it;Resourceful and proactive;Hard-working and reliable;Willing to exchange, work, and progress within a multicultural environment;",https://ybox.vn/tuyen-dung/hcm-cong-ty-thiet-ke-anh-sang-kobi-lighting-studio-tuyen-dung-thuc-tap-sinh-marketing-and-communication-full-time-2023-6564746e9642110d0e3a9239
"nhân viên talent, agency tiktok live part-time/full-time 2023",công ty việt nam idol ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng,Hồ Chí Minh; Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian; Bán thời gian,"YÊU CẦU ỨNG VIÊN- Không yêu cầu kinh nghiệm, công ty sẽ đào tạo từng kỹ năng live stream- Bạn có thể tự do sắp xếp thời gian của mình để đảm bảo hoàn thành thời gian live stream và tham dự các buổi training theo yêu cầu- Đam mê học hỏi và thực hành những kỹ năng đã được đào tạo- Đam mê và yêu thích công việc Idol Live Stream và ham học hỏi các kỹ năng live stream- Có sở thích đầu tư về ngoại hình và cách trang điểm để luôn tạo mới hình tượng của mình- Có tham vọng với nghệ thuật, mong muốn tiến xa hơn như trở thành KOL nổi tiếng , Idol, người mẫu, đóng quảng cáo, đóng MV ca nhạc …",https://ybox.vn/tuyen-dung/online-hn-hcm-cong-ty-viet-nam-idol-tuyen-dung-nhan-vien-talent-agency-tiktok-live-part-time-full-time-2023-65641f1817980f6294b7ae74
nhân viên sales b2b lĩnh vực truyền hình full-time 2023,công ty gold key media ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 27/12/2023,Bán hàng (Sales),0,Toàn thời gian,"YÊU CẦU ỨNG VIÊNTHÁI ĐỘ Chủ động: ý thức và tự giác xử lý và sắp xếp công việc độc lậpCầu thị: Ham học hỏi và mong muốn phát triển bản thânĐam mê và định hướng: phát triển trong lĩnh vực kinh doanh mở rộng và hướng phát triển khởi nghiệp cá nhân.Chỉnh chu: Trang phục nghiêm túc, lịch sự khi gặp đối tác. Trang phục đi làm không gò bó, không khuôn mẫu.Hòa đồng: chia sẻ và hỗ trợ đồng nghiệp, tích cực tham gia các hoạt động nhómKỸ NĂNG Kỹ năng tin học văn phòngKỹ năng giao tiếp, đàm phán và xử lý tình huống tốt",https://ybox.vn/tuyen-dung/hcm-cong-ty-gold-key-media-tuyen-dung-nhan-vien-sales-b2b-linh-vuc-truyen-hinh-full-time-2023-6564544acf228c7ce6173436
"nhân viên media, vận hành sàn thương mại tiktok, content ads tiktok full-time 2023",công ty sản xuất và thương mại goya ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Ứng viên sinh năm 1996-2003.- Có Laptop và trang thiết bị ngành nghề.- Năng động, nhiệt tình, chịu khó.- Là người ham học hỏi, trách nhiệm, chủ động trong công việc- Địa điểm làm việc: Vinhomes Ocean Park, Đa Tốn, Gia Lâm, Hà Nội- Thời gian làm việc: Sáng từ 8h-12h, Chiều từ: 13h30-18h (Tuần off 1 ngày theo lịch đăng ký",https://ybox.vn/tuyen-dung/hn-cong-ty-san-xuat-va-thuong-mai-goya-tuyen-dung-nhan-vien-media-van-hanh-san-thuong-mai-tiktok-content-ads-tiktok-full-time-2023-656439ffe8f39f6e33f3b0b3
thực tập sinh digital marketing part-time 2023,công ty trần vũ group ,Thỏa thuận,Khác; Hồ Chí Minh; Hà Nội; Đà Nẵng; Huế; Nước Ngoài,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Online; Thực tập; Bán thời gian,"YÊU CẦU ỨNG VIÊN- Có laptop- Có trách nhiệm trong công việc- Đảm bảo thời gian- Ưu tiên có hiểu biết cơ bản về Digital, nếu không có kinh nghiệm sẽ được training.- Chủ động team work- Có khả năng làm việc online- Năng động và nhiệt tình với công việc",https://ybox.vn/tuyen-dung/online-cong-ty-tran-vu-group-tuyen-dung-thuc-tap-sinh-digital-marketing-part-time-2023-6560a4f19367b17aa5aff334
quản trị kênh nền tảng game trên youtube/3d animation full-time 2023,công ty truyền thông và công nghệ vega ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 7/1/2024,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊNƯu tiên Tốt nghiệp chuyên ngành Maketing Có kiến thức về hệ thống Youtube là một lợi thếCó kinh nghiệm và từng tiếp xúc với seoTrình độ Tiếng Anh mức khá Không yêu cầu kinh nghiệm, sẽ được đào tạo khi vào làm Tư duy sáng tạo, cẩn thận tỉ mỉ và có tinh thần trách nhiệm caoKỹ năng tin học văn phòng ( thành thạo): Excel, GG Sheet, …Chịu được áp lực trong công việc",https://ybox.vn/tuyen-dung/hn-cong-ty-truyen-thong-va-cong-nghe-vega-tuyen-dung-quan-tri-kenh-nen-tang-game-tren-youtube-3d-animation-full-time-2023-6560166c73a0cc4acb41d984
