Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Nhân Viên Kinh Doanh Nguyên Li?u,Công Ty C? Ph?n Hóa D??c Qu?c T? Hà N?i,$700 - $1500,Hà N?i,08/12/2023,M?i T?t Nghi?p,D??c,"D??c Ph?m, Ch?m Sóc Khách Hàng, Kinh Doanh, L?p K? Ho?ch Kinh Doanh, Phát Tri?n Th? Tr??ng",https://www.vietnamworks.com/nhan-vien-kinh-doanh-nguyen-lieu--1723071-jv?source=searchResults&searchType=2&placement=1723071&sortBy=date
"Trình D??c Viên Kênh ETC Ph?ng V?n 2023, Có Th? ?i Làm Sau T?t)",Công Ty C? Ph?n D??c Ph?m V?nh Phúc,Th??ng l??ng,Thái Bình,08/12/2023,Nhân viên,D??c,"ETC, Trình D??c Viên Kênh ETC",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-phong-van-2023-co-the-di-lam-sau-tet-1723321-jv?source=searchResults&searchType=2&placement=1723321&sortBy=date
Medical Representative - Hospital - Vaccine - Da Nang,Zuellig Pharma Viet Nam,Th??ng l??ng,?à N?ng,08/12/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Trình D??c ETC, Vaccination, Tiêm Phòng Vaccin, Tiêm Ch?ng",https://www.vietnamworks.com/medical-representative-hospital-vaccine-da-nang-1723090-jv?source=searchResults&searchType=2&placement=1723090&sortBy=date
Medical Representative - Hospital - Vaccine - Ha Noi,Zuellig Pharma Viet Nam,Th??ng l??ng,Hà N?i,08/12/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Trình D??c ETC, Vaccination, Tiêm Phòng Vaccin, Tiêm Ch?ng",https://www.vietnamworks.com/medical-representative-hospital-vaccine-ha-noi-1723088-jv?source=searchResults&searchType=2&placement=1723088&sortBy=date
Tuy?n G?p Trình D??c Viên (Không Yêu C?u Kinh Nghi?m),Công Ty CP D??c Ph?m Medibest,Th??ng l??ng,Hà N?i,08/12/2023,M?i T?t Nghi?p,D??c,"D??c, Kinh Doanh, K? N?ng Bán Hàng, D??c Ph?m",https://www.vietnamworks.com/tuyen-gap-trinh-duoc-vien-khong-yeu-cau-kinh-nghiem-1723292-jv?source=searchResults&searchType=2&placement=1723292&sortBy=date
Nhân Viên Phát Tri?n Ph??ng Pháp Phân Tích_Th?i V? 12 Tháng - Nhà Máy D??c Abbott,Abbott,Th??ng l??ng,Bình D??ng,05/12/2023,Nhân viên,D??c,"Nghiên C?u, QC, Quality Control, Pharmaceutical Healthcare, R&amp;D Formulation",https://www.vietnamworks.com/nhan-vien-phat-trien-phuong-phap-phan-tich-thoi-vu-12-thang-nha-may-duoc-abbott-1709148-jv?source=searchResults&searchType=2&placement=1709148&sortBy=date
Nhân Viên Kinh Doanh/ Trình D??c Viên D??c M? Ph?m Thu Nh?p Up to 50M+,Công Ty TNHH Th??ng M?i DMP Vi?t Pháp,$1000 - $2500,Hà N?i,08/12/2023,Nhân viên,D??c,"Y D??c, Kinh Doanh D??c M? Ph?m, Trình D??c Viên Kênh ETC, Kinh Doanh, T? V?n S?n Ph?m",https://www.vietnamworks.com/nhan-vien-kinh-doanh-trinh-duoc-vien-duoc-my-pham-thu-nhap-up-to-50m--1723353-jv?source=searchResults&searchType=2&placement=1723353&sortBy=date
OTC Sales Representative/ Trình D??c Viên OTC,Công Ty TNHH Hankol Healthcare Vina,Th??ng l??ng,H? Chí Minh,15/12/2023,Nhân viên,D??c,"Giao Ti?p, Bán Hàng, D??c Ph?m, ?àm Phán, ??y M?nh Doanh S?",https://www.vietnamworks.com/otc-sales-representative-trinh-duoc-vien-otc-1725482-jv?source=searchResults&searchType=2&placement=1725482&sortBy=date
Giám ??c/ Phó Giám ??c Nhà Máy S?n Xu?t,VietnamWorks' Client,Th??ng l??ng,H? Chí Minh,24/11/2023,Giám ??c và C?p Cao H?n,D??c,"Pharmaceuticals Industry, Pharmaceutical Manufacturing",https://www.vietnamworks.com/giam-doc-pho-giam-doc-nha-may-san-xuat--1718093-jv?source=searchResults&searchType=2&placement=1718093&sortBy=date
Giám ??c Chi Nhánh,Công Ty C? Ph?n D??c Ph?m C?u Long,$1 - $2,C?n Th?,24/11/2023,Giám ??c và C?p Cao H?n,D??c,"Ti?ng Anh, D??c Ph?m, Pharmacy OTC, Bán Hàng, Kinh Doanh",https://www.vietnamworks.com/giam-doc-chi-nhanh--1718216-jv?source=searchResults&searchType=2&placement=1718216&sortBy=date
Qu?n Lý Kinh Doanh (DSM) Toàn Qu?c,Công Ty C? Ph?n D??c Ph?m Boston Vi?t Nam,Th??ng l??ng,Hà N?i,24/11/2023,Tr??ng phòng,D??c,"DSM, D??c Ph?m, Phân Ph?i D??c Ph?m, Trình D??c OTC, Qu?n Lý ASM",https://www.vietnamworks.com/quan-ly-kinh-doanh-dsm-toan-quoc-1703927-jv?source=searchResults&searchType=2&placement=1703927&sortBy=date
Trình D??c Viên Kênh ETC - Ngành Hàng D??c Ph?m - Hà N?i,Abbott,Th??ng l??ng,Hà N?i,04/12/2023,Nhân viên,D??c,"Trình D??c, Trình D??c Viên Kênh ETC, Trình D??c ETC, D??c S? ??i H?c, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-nganh-hang-duoc-pham-ha-noi-1721710-jv?source=searchResults&searchType=2&placement=1721710&sortBy=date
Trình D??c Viên Kênh B?nh Vi?n (ETC) - Ngành Hàng Dinh D??ng - Hà N?i,Abbott,Th??ng l??ng,Hà N?i,04/12/2023,Nhân viên,D??c,"Trình D??c, D??c S? ??i H?c D??c, Dinh D??ng, Kinh Doanh, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-benh-vien-etc-nganh-hang-dinh-duong-ha-noi--1721701-jv?source=searchResults&searchType=2&placement=1721701&sortBy=date
Trình D??c Viên ETCUrgent job,Công Ty C? Ph?n D??c Ph?m Và Trang Tbyt Vi?t ??c,Th??ng l??ng,Hà N?i,23/11/2023,M?i T?t Nghi?p,D??c,"Trình D??c ETC, Trình D??c, Bán Hàng, D??c Ph?m, D??c",https://www.vietnamworks.com/trinh-duoc-vien-etc-41--1717814-jv?source=searchResults&searchType=2&placement=1717814&sortBy=date
Phó Giám ??c Kinh Doanh Ph? Trách Kênh ETC Toàn Qu?c (Ngành D??c Ph?m),VietnamWorks' Client,Th??ng l??ng,H? Chí Minh,03/12/2023,Giám ??c và C?p Cao H?n,D??c,"Qu?n Lý Khu V?c ETC, Pharmacy ETC, ETC",https://www.vietnamworks.com/pho-giam-doc-kinh-doanh-phu-trach-kenh-etc-toan-quoc-nganh-duoc-pham-1-1--1721407-jv?source=searchResults&searchType=2&placement=1721407&sortBy=date
Medical Representative - Hospital - Vaccine - Nghe An,Zuellig Pharma Viet Nam,Th??ng l??ng,Ngh? An,22/11/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Trình D??c ETC, Vaccination, Tiêm Phòng Vaccin, Tiêm Ch?ng",https://www.vietnamworks.com/medical-representative-hospital-vaccine-nghe-an-1717440-jv?source=searchResults&searchType=2&placement=1717440&sortBy=date
Medical Representative - Hospital - Vaccine - Binh Dinh,Zuellig Pharma Viet Nam,Th??ng l??ng,Bình ??nh,22/11/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Trình D??c ETC, Vaccination, Tiêm Phòng Vaccin, Tiêm Ch?ng",https://www.vietnamworks.com/medical-representative-hospital-vaccine-binh-dinh-1717420-jv?source=searchResults&searchType=2&placement=1717420&sortBy=date
Chuyên Viên T? V?n S?n Ph?m Kênh B?nh Vi?n T?i Ti?n GiangUrgent job,"R/O Hcp Healthcare Asia Pte., LTD.",Th??ng l??ng,Ti?n Giang,22/11/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Sales D??c, D??c Ph?m, T? V?n D??c, Phát Tri?n Khách Hàng",https://www.vietnamworks.com/chuyen-vien-tu-van-san-pham-kenh-benh-vien-tai-tien-giang-1--1717379-jv?source=searchResults&searchType=2&placement=1717429&sortBy=date
District Field Force Manager (ETC & OTC) - Mi?n Trung & Tây B?c,Abbott,Th??ng l??ng,Phú Th?,14/12/2023,Tr??ng phòng,D??c,"District Sales Management, Trình D??c Viên Kênh ETC, OTC Channel, Pharmaceutical Healthcare",https://www.vietnamworks.com/district-field-force-manager-etc-otc-mien-trung-tay-bac-1725002-jv?source=searchResults&searchType=2&placement=1725052&sortBy=date
Solutions Manager - Radiology,Bayer Vietnam Limited (Bvl),Th??ng l??ng,H? Chí Minh,13/12/2023,Tr??ng phòng,D??c,"Radiology, Safety Xray Certificate, English, Marketing Acumen, Sales Revenue",https://www.vietnamworks.com/solutions-manager-radiology-1724855-jv?source=searchResults&searchType=2&placement=1724905&sortBy=date
Associate Trade Marketing Manager - Consumer Healthcare,Bayer Vietnam Limited (Bvl),Th??ng l??ng,H? Chí Minh,13/12/2023,Tr??ng phòng,D??c,"FMCG, Pharmacy",https://www.vietnamworks.com/associate-trade-marketing-manager-consumer-healthcare--1724854-jv?source=searchResults&searchType=2&placement=1724904&sortBy=date
Trình D??c Viên TP.HCM,Công Ty TNHH D??c Ph?m Nh?t Anh,Th??ng l??ng,H? Chí Minh,22/11/2023,Nhân viên,D??c,"Phát Tri?n Th? Tr??ng, Bán Hàng, T? V?n, Gi?i Thi?u S?n Ph?m, Quan H? Khách Hàng",https://www.vietnamworks.com/trinh-duoc-vien-tp-hcm-10--1717133-jv?source=searchResults&searchType=2&placement=1717183&sortBy=date
Medical Representative ETC - Women Health,Bayer Vietnam Limited (Bvl),Th??ng l??ng,H? Chí Minh,22/11/2023,Nhân viên,D??c,"English, IT Literacy, Communication, Performance Management System, Customer Engagement",https://www.vietnamworks.com/medical-representative-etc-women-health--1717218-jv?source=searchResults&searchType=2&placement=1717268&sortBy=date
Trình D??c Viên Kênh ETC,Công Ty TNHH Th??ng M?i Ki?u Khánh MED,$400 - $1000,Qu?ng Ninh,21/11/2023,Nhân viên,D??c,"Trình D??c ETC, Trình D??c, D??c Ph?m, Bán Hàng, Phát Tri?n Th? Tr??ng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-29-1--1716855-jv?source=searchResults&searchType=2&placement=1716905&sortBy=date
Trình D??c Viên B?nh Vi?n - ETC,Công Ty D??c Ph?m Qu?c T? - UK Pharma,Th??ng l??ng,Hà N?i,21/11/2023,Nhân viên,D??c,"T? V?n, Bán Hàng, Kinh Doanh Thu?c, Ch?m Sóc Khách Hàng, D??c",https://www.vietnamworks.com/trinh-duoc-vien-benh-vien-etc-1702712-jv?source=searchResults&searchType=2&placement=1702762&sortBy=date
Medical Representative - Hospital - Vaccine - Khanh Hoa,Zuellig Pharma Viet Nam,Th??ng l??ng,Khánh Hòa,22/11/2023,Nhân viên,D??c,"Certified Medical Representative, Vaccination, Hospital Channel",https://www.vietnamworks.com/medical-representative-hospital-vaccine-khanh-hoa-1717127-jv?source=searchResults&searchType=2&placement=1717177&sortBy=date
Qu?n Lý Bán Hàng Tây B?c - ETCUrgent job,Công Ty D??c Ph?m Qu?c T? - UK Pharma,Th??ng l??ng,Hà N?i,21/11/2023,Nhân viên,D??c,"Sales D??c, ETC, Kinh Doanh Thu?c, Theo Dõi Công N?, D??c Ph?m",https://www.vietnamworks.com/quan-ly-ban-hang-tay-bac-etc-1702710-jv?source=searchResults&searchType=2&placement=1702760&sortBy=date
Qu?n Lý Bán Hàng Hà N?i - ETC,Công Ty D??c Ph?m Qu?c T? - UK Pharma,Th??ng l??ng,Hà N?i,21/11/2023,Tr??ng phòng,D??c,"Kinh Doanh Thu?c, Qu?n Lý ETC, D??c Ph?m, Kinh Doanh, Bán Hàng",https://www.vietnamworks.com/quan-ly-ban-hang-ha-noi-etc-1702711-jv?source=searchResults&searchType=2&placement=1702761&sortBy=date
K? Toán,Công Ty C? Ph?n D??c Và Thi?t B? Y T? Lasopharm,$100 - $1000,H? Chí Minh,12/12/2023,M?i T?t Nghi?p,D??c,"Tài Chính, K? Toán T?ng H?p, Ki?m Toán, K? Toán, H?ch Toán",https://www.vietnamworks.com/ke-toan--1724360-jv?source=searchResults&searchType=2&placement=1724410&sortBy=date
"Vpdd Vipharco Pháp Tuy?n D?ng Tr??ng Nhóm Trình D??c Viên T?i Tây B?c, ?ông B?c, ??ng B?ng Sông H?ng, B?c Trung B?, Duyên H?i Mi?n Trung, Tây Nguyên, Nam Trung B?, Mi?n Tây, Mi?n ?ông, TP H? Chí Minh, Hà N?i",Vipharco,T? $1500,Hà N?i,21/11/2023,Tr??ng phòng,D??c,"Trình D??c Viên Kênh ETC, Trình D??c ETC, D??c Ph?m, Bán Hàng, OTC",https://www.vietnamworks.com/vpdd-vipharco-phap-tuyen-dung-truong-nhom-trinh-duoc-vien-tai-tay-bac-dong-bac-dong-bang-song-hong-bac-trung-bo-duyen-hai-mien-trung-tay-nguyen-nam-trung-bo-mien-tay-mien-dong-tp-ho-chi-minh-ha-noi--1716908-jv?source=searchResults&searchType=2&placement=1716958&sortBy=date
K? Toán T?ng H?p,Công Ty C? Ph?n D??c Ph?m Savi,$500 - $1000,H? Chí Minh,12/12/2023,Nhân viên,D??c,"Tài Chính, Ki?m Toán, K? Toán T?ng H?p, K? Toán Thu?, K? Toán",https://www.vietnamworks.com/ke-toan-tong-hop--1724213-jv?source=searchResults&searchType=2&placement=1724263&sortBy=date
Admin Ngành D??c (L??ng 10 Tri?u),Công Ty C? Ph?n D??c Ph?m Lv PHARMA,$420 - $1000,H? Chí Minh,12/12/2023,Nhân viên,D??c,"Admin, Hành Chính, D??c, Làm H? S? Th?u, H? S? Gi?y T?",https://www.vietnamworks.com/admin-nganh-duoc-luong-10-trieu-1724156-jv?source=searchResults&searchType=2&placement=1724206&sortBy=date
"Trình D??c Viên OTC - ?ã Có Code Khách Hàng (Có Th? Ph?ng V?n Tr??c, 2024 ?i Làm)",Công Ty C? Ph?n D??c Ph?m V?nh Phúc,Th??ng l??ng,Hà N?i,12/12/2023,Nhân viên,D??c,"Kinh Doanh, Kênh OTC, T? V?n Bán Hàng, Ch?m Sóc Khách Hàng, Marketing Strategy",https://www.vietnamworks.com/trinh-duoc-vien-otc-da-co-code-khach-hang-co-the-phong-van-truoc-2024-di-lam-1724130-jv?source=searchResults&searchType=2&placement=1724180&sortBy=date
Qu?n Lý OTC H? Chí Minh,Công Ty C? Ph?n D??c Ph?m Savi,Th??ng l??ng,H? Chí Minh,21/11/2023,Tr??ng phòng,D??c,"D??c Ph?m, D??c S? ??i H?c, Qu?n Lý Bán Hàng, Qu?n Lý OTC, OTC Channel",https://www.vietnamworks.com/quan-ly-otc-ho-chi-minh-1-2-1--1716970-jv?source=searchResults&searchType=2&placement=1717020&sortBy=date
"Trình D??c Viên ETC , OTC T?i Khu V?c Hà N?i và Các T?nh Mi?n B?cUrgent job",Công Ty TNHH D??c Ph?m Eoc Vi?t Nam,Th??ng l??ng,Hà N?i,20/11/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Bán Hàng, Trình D??c OTC, OTC, Giao Ti?p",https://www.vietnamworks.com/trinh-duoc-vien-etc-otc-tai-khu-vuc-ha-noi-va-cac-tinh-mien-bac-1682280-jv?source=searchResults&searchType=2&placement=1682330&sortBy=date
"Trình D??c Viên Kênh B?nh Vi?n (ETC) - Ngành Hàng D??c Ph?m - Qu?ng Nam, B?c Giang, Bình D??ngUrgent job",Abbott,Th??ng l??ng,B?c Giang,21/11/2023,Nhân viên,D??c,"Trình D??c, Trình D??c Viên Kênh ETC, Trình D??c ETC, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-benh-vien-etc-nganh-hang-duoc-pham-quang-nam-bac-giang-binh-duong-1716625-jv?source=searchResults&searchType=2&placement=1716675&sortBy=date
Analytical Development Scientist - Pharmaceutical Abbott (D? Án 12 Tháng),Abbott,Th??ng l??ng,Bình D??ng,12/12/2023,Nhân viên,D??c,"Nghiên C?u, QC, Quality Control",https://www.vietnamworks.com/analytical-development-scientist-pharmaceutical-abbott-du-an-12-thang-1--1724048-jv?source=searchResults&searchType=2&placement=1724098&sortBy=date
"Trình D??c Viên Kênh Nhà Thu?c OTC - Ngành Hàng D??c Ph?m - Bình D??ng, B?c Liêu",Abbott,Th??ng l??ng,Bình D??ng,12/12/2023,M?i T?t Nghi?p,D??c,"Trình D??c OTC, Trình D??c Nhà Thu?c, Trình D??c",https://www.vietnamworks.com/trinh-duoc-vien-kenh-nha-thuoc-otc-nganh-hang-duoc-pham-binh-duong-bac-lieu--1724000-jv?source=searchResults&searchType=2&placement=1724050&sortBy=date
Technical Solution Design Specialist (Contract 01 Year),Abbott,Th??ng l??ng,Hà N?i,11/12/2023,Nhân viên,D??c,"Consulting, Lab Skill, Lean Six Sigma",https://www.vietnamworks.com/technical-solution-design-specialist-contract-01-year-1723708-jv?source=searchResults&searchType=2&placement=1723758&sortBy=date
Key Account Specialist (ETC),Công Ty TNHH D??c Ph?m Gigamed,Th??ng l??ng,H? Chí Minh,30/11/2023,Nhân viên,D??c,"Trình D??c Viên Kênh ETC, Bán Hàng, Kinh Doanh, D??c Ph?m, ETC",https://www.vietnamworks.com/key-account-specialist-etc--1720900-jv?source=searchResults&searchType=2&placement=1720950&sortBy=date
"Trình D??c Viên OTC & ETC (V?nh Long, Trà Vinh)",Công Ty TNHH D??c Ph?m Gigamed,Th??ng l??ng,V?nh Long,30/11/2023,Nhân viên,D??c,"OTC, ETC, Trình D??c Nhà Thu?c, D??c, Trình D??c",https://www.vietnamworks.com/trinh-duoc-vien-otc-etc-vinh-long-tra-vinh-1720888-jv?source=searchResults&searchType=2&placement=1720938&sortBy=date
Trình D??c Viên OTC (D??i 01 N?m Kinh Nghi?m)Urgent job,Công Ty TNHH D??c Ph?m ??i Phú An,$100 - $1000,H? Chí Minh,30/11/2023,M?i T?t Nghi?p,D??c,"Bán Hàng, OTC, Trình D??c OTC, Gi?i Thi?u S?n Ph?m, Nghiên C?u Th? Tr??ng",https://www.vietnamworks.com/trinh-duoc-vien-otc-duoi-01-nam-kinh-nghiem-1720543-jv?source=searchResults&searchType=2&placement=1720593&sortBy=date
Trình D??c Viên Kênh ETC (D??i 01 N?m Kinh Nghi?m),Công Ty TNHH D??c Ph?m ??i Phú An,Th??ng l??ng,H? Chí Minh,30/11/2023,M?i T?t Nghi?p,D??c,"Trình D??c Viên Kênh ETC, Bán Hàng, Kinh Doanh, D??c, Phát Tri?n Th? Tr??ng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-duoi-01-nam-kinh-nghiem-1720546-jv?source=searchResults&searchType=2&placement=1720596&sortBy=date
Pharma ManagerUrgent job,Công Ty C? Ph?n Y Khoa Hoàn M?,Th??ng l??ng,H? Chí Minh,30/11/2023,Tr??ng phòng,D??c,"Pharmacy, Pharmaceutical Healthcare, Administration, Process Quality Improvement, Warehouse Management System",https://www.vietnamworks.com/pharma-manager-1720519-jv?source=searchResults&searchType=2&placement=1720569&sortBy=date
Head Of Medical AffairsUrgent job,Công Ty C? Ph?n Y Khoa Hoàn M?,Th??ng l??ng,H? Chí Minh,30/11/2023,Giám ??c và C?p Cao H?n,D??c,"Pharmacy, Hospital Operation, Medical Affairs, Organizational Management, Pharmacy Medicine",https://www.vietnamworks.com/head-of-medical-affairs-1720533-jv?source=searchResults&searchType=2&placement=1720583&sortBy=date
Technical Transfer_Pharmaceurical Nhà Máy D??c Abbott,Abbott,Th??ng l??ng,Bình D??ng,29/11/2023,Nhân viên,D??c,D??c,https://www.vietnamworks.com/technical-transfer-pharmaceurical-nha-may-duoc-abbott-1719580-jv?source=searchResults&searchType=2&placement=1719630&sortBy=date
Junior Internal Communication Abbott Pharmaceutical PlantUrgent job,Abbott,Th??ng l??ng,Bình D??ng,29/11/2023,M?i T?t Nghi?p,D??c,"Th?c T?p Sinh Design, Communication",https://www.vietnamworks.com/junior-internal-communication-abbott-pharmaceutical-plant-1719586-jv?source=searchResults&searchType=2&placement=1719636&sortBy=date
Trình D??c Viên Khu V?c Các T?nh - FulltimeUrgent job,Công Ty TNHH D??c Ph?m Nh?t Anh,Th??ng l??ng,Cà Mau,29/11/2023,Nhân viên,D??c,"Trình D??c OTC, T? V?n Bán Thu?c, M? R?ng ??i Lý, D??c, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-khu-vuc-cac-tinh-fulltime-1--1719941-jv?source=searchResults&searchType=2&placement=1719991&sortBy=date
Trình D??c Viên Kênh ETC (?à N?ng),Công Ty C? Ph?n T?p ?oàn Merap,Th??ng l??ng,?à N?ng,29/11/2023,Nhân viên,D??c,"Trình D??c, Trình D??c ETC, Bán Hàng ??c L?p, Sales D??c",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-da-nang-1719657-jv?source=searchResults&searchType=2&placement=1719707&sortBy=date
Trình D??c Viên OTC (Trà Vinh)Urgent job,Công Ty C? Ph?n T?p ?oàn Merap,$500 - $1000,Trà Vinh,29/11/2023,Nhân viên,D??c,"Trình D??c OTC, Trình D??c, D??c Ph?m, OTC, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-otc-tra-vinh-1719656-jv?source=searchResults&searchType=2&placement=1719706&sortBy=date
Medical Representative ETC - Xarelto,Bayer Vietnam Limited (Bvl),Th??ng l??ng,H? Chí Minh,28/11/2023,Nhân viên,D??c,"English, IT Literacy, Communication, Performance Management System, Customer Engagement",https://www.vietnamworks.com/medical-representative-etc-xarelto-1719569-jv?source=searchResults&searchType=2&placement=1719619&sortBy=date
Trình D??c Viên OTC H? Chí Minh ?i Làm Ngay,Công Ty C? Ph?n D??c Ph?m Tín Phong,Th??ng l??ng,H? Chí Minh,28/11/2023,Nhân viên,D??c,"Quan H? Khách Hàng, T? V?n Khách Hàng, ETC, D??c, Phát Tri?n Th? Tr??ng",https://www.vietnamworks.com/trinh-duoc-vien-otc-ho-chi-minh-di-lam-ngay-1719358-jv?source=searchResults&searchType=2&placement=1719408&sortBy=date
Qu?n Lý Kinh Doanh Vùng (ASM / Thu Nh?p Trung Bình ~ 30Tr/ Không Gi?i H?n),Công Ty C? Ph?n D??c TIC Vn,T? $700,Hà N?i,28/11/2023,Tr??ng phòng,D??c,"Phân Ph?i D??c Ph?m, ?ông D??c, Qu?n Lý Kinh Doanh D??c Ph?m, Qu?n Tr?, Bán Hàng D??c Li?u",https://www.vietnamworks.com/quan-ly-kinh-doanh-vung-asm-thu-nhap-trung-binh-30tr-khong-gioi-han-1704646-jv?source=searchResults&searchType=2&placement=1704696&sortBy=date
Trình D??c Viên OTC Bình Ph??c ?i Làm NgayUrgent job,Công Ty C? Ph?n D??c Ph?m Tín Phong,Th??ng l??ng,Bình Ph??c,28/11/2023,Nhân viên,D??c,"Quan H? Khách Hàng, T? V?n Khách Hàng, ETC, D??c",https://www.vietnamworks.com/trinh-duoc-vien-otc-binh-phuoc-di-lam-ngay-1719152-jv?source=searchResults&searchType=2&placement=1719202&sortBy=date
"Trình D??c Viên Kênh B?nh Vi?n (ETC) - Ngành Hàng D??c Ph?m - Lâm ??ng, Bình D??ng, Qu?ng NamUrgent job",Abbott,Th??ng l??ng,Qu?ng Nam,28/11/2023,Nhân viên,D??c,"Trình D??c, Trình D??c Viên Kênh ETC, Trình D??c ETC, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-benh-vien-etc-nganh-hang-duoc-pham-lam-dong-binh-duong-quang-nam-1719218-jv?source=searchResults&searchType=2&placement=1719268&sortBy=date
Sales Rep - PharmaHeadhunt jobs,Navigos Search'S Client,Th??ng l??ng,H? Chí Minh,07/12/2023,Nhân viên,D??c,"Sales Medical, Pharma Sales",https://www.vietnamworks.com/sales-rep-pharma-1722666-jv?source=searchResults&searchType=2&placement=1722716&sortBy=date
[Pharma - Otc/etc] Sales Director/ Sales Manager - ?à N?ngHeadhunt jobs,Navigos Search,$4000 - $10000,?à N?ng,30/11/2023,Giám ??c và C?p Cao H?n,D??c,"Pharmacy, Pharma Sales, Healthcare Management, OTC, Sales Revenue",https://www.vietnamworks.com/pharma-otc-etc-sales-director-sales-manager-da-nang-1720383-jv?source=searchResults&searchType=2&placement=1720433&sortBy=date
Assocciate Product ManagerHeadhunt jobs,People Plus Consulting Vietnam,$2000 - $3000,H? Chí Minh,24/11/2023,Tr??ng phòng,D??c,"Project Management, Product Marketing, Product Management, Product Development, Healthcare",https://www.vietnamworks.com/assocciate-product-manager-1717888-jv?source=searchResults&searchType=2&placement=1717938&sortBy=date
Brand Manager (New Project),Golden Gate Trade & Service JSC,Th??ng l??ng,Hà N?i,12/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Brand Management, English, Brand Planning, Budget Management, Communication",https://www.vietnamworks.com/brand-manager-new-project-1724114-jv?source=searchResults&searchType=2&placement=1724114&sortBy=date
