Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Số lượng,Link
Nhân Viên Kinh Doanh BĐS ( Hỗ Trợ 100% Khách Marketing) - Dự Án Siêu Phẩm Capitaland Lumi Ha Noi - Thu Nhập Hấp Dẫn,Công ty TNHH Bất Động Sản SmartLand,50 - 500 triệu,"Hà Nội, Hồ Chí Minh",Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Kinh doanh / Bán hàngBất động sảnMarketing / Truyền thông / Quảng cáo,Không yêu cầu kinh nghiệm,Toàn thời gian,"Không yêu cầu kinh nghiệm.Có khả năng giao tiếp và thuyết phục khách hàng tốt.Năng động, nhiệt tình, chịu khó và có tinh thần trách nhiệm cao.Ưu tiên lĩnh vực BĐS hoặc Marketing, Bảo hiểm, Tín dụng,...vvHiểu biết về thị trường Bất Động Sản.Năng động, kiên trì, ham học hỏi, có tinh thần trách nhiệm với công việc.Có khát khao làm giàu từ Bất động sản, đam mê kinh doanh.Có Laptop và Phương tiện đi lại.Biết đầu tư ngoại hình chỉn chu, chuyên nghiệp.",10 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-bds-ho-tro-100-khach-marketing-du-an-sieu-pham-capitaland-lumi-ha-noi-thu-nhap-hap-dan/1190240.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Chuyên Viên Marketing,Công Ty TNHH Nhà Hàng A By Tung,10 - 15 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 08/01/2024,Nhân viên,Báo chí / Truyền hìnhKhách sạn / Nhà hàngMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"Ưu tiên khả năng viết content và có ý tưởng sáng tạo. Có tư duy và nắm bắt xu thế, xu hướng marketing hiện đại.Hiểu biết về marketing và nghiên cứu thị trường, phân tích dữ liệu và các công cụ marketing, sẽ được đào tạo nếu chưa có kinh nghiệm.Kỹ năng giao tiếp tốt.Sử dụng thành thạo phần mềm MS Office.Sử dụng tốt phần mềm Photoshop và Illustrators là lợi thế.Biết sử dụng các công cụ marketing về google và mạng xã hội (Facebook/ Instagram).Có khả năng tổ chức và quản lý thời gian tốt.Có sự sáng tạo và tinh thần học hỏi về lĩnh vực hoạt động của nhà hàng.Có laptop riêng để tiện theo dõi công việc (Hỗ trợ máy tính khác tại văn phòng).Ưu tiên ứng viên tốt nghiệp chuyên ngành Marketing, Truyền thồng, Quản trị kinh doanh hoặc các chuyên ngành liên quan. Có kinh nghiệm làm Chuyên viên Marketing hoặc vị trí tương tự.",1 người,https://www.topcv.vn/viec-lam/chuyen-vien-marketing/1147724.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Nhân Viên Marketing Executive / Sáng Tạo Nội Dung / Quảng Cáo (Thu Nhập Hấp Dẫn),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ DU LỊCH LUCO,Tới 15 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 18/01/2024,Nhân viên,Du lịchMarketing / Truyền thông / Quảng cáoQuản lý điều hành,1 năm,Toàn thời gian,"Nam hoặc nữ, từ 22 - 30 tuổi, tốt nghiệp Cao đẳng, Đại học các ngành có liên quan đến Marketing, báo chí, truyền thông, du lịch. Tối thiểu từ 1 năm kinh nghiệm, ứng viên có kỹ năng làm việc cơ bản.Ưu tiên ứng viên có kinh nghiệm làm Video.Có khả năng viết tốt, có kiến thức Marketing. Có khả năng phân tích và tổng hợp thông tin/ dữ liệu phục vụ viết bài.Có tư duy Marketing và sáng tạo trong content phù hợp với ngành du lịch, dịch vụ.Làm việc có kế hoạch, tinh thần trách nhiệm, chủ động và sáng tạo trong công việc. Ưu tiên ứng viên chỉnh sửa ảnh bằng PTS cơ bản, dựng video cơ bản.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-marketing-executive-sang-tao-noi-dung-quang-cao-thu-nhap-hap-dan/1198340.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Trưởng Nhóm Thương Mại Điện Tử Thu Nhập Từ 10 Triệu (Thương Hiệu Hana Pet),Công ty TNHH Hana Labs Việt Nam,Trên 10 triệu,Hà Nội,Hạn nộp hồ sơ: 31/01/2024,Trưởng nhóm,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáoTư vấn,1 năm,Toàn thời gian,"Ưu tiên ứng viên tốt nghiệp đại học chuyên ngành Kinh tế, Thương mại, Quản trị kinh doanh, Marketing và có kinh nghiệm quản lý Facebook fanpage, Shopee, Tiktok Shop... một năm trở lên.Có khả năng giao tiếp và làm việc bằng tiếng Anh tốtNhanh nhẹn, tự tin, giao tiếp tốt, có kỹ năng lãnh đạo, đàm phán, thuyết phục khách hàng, xử lý vấn đề linh hoạt.Đam mê kinh doanh, có khả năng làm việc độc lập.Chăm chỉ, có tinh thần cầu thị và học hỏi.Giờ làm việc linh hoạt, trao đổi cụ thể khi phỏng vấn.",5 người,https://www.topcv.vn/viec-lam/truong-nhom-thuong-mai-dien-tu-thu-nhap-tu-10-trieu-thuong-hieu-hana-pet/1185181.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Giám Đốc Marketing,Công ty Cổ phần Tập đoàn Song Nam,30 - 40 triệu,Hà Nội,Hạn nộp hồ sơ: 18/01/2024,Nhân viên,Kinh doanh / Bán hàngHoạch định/Dự ánMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"- Cử nhân chuyên ngành Marketing, Dữ liệu, Kinh doanh hoặc Tài chính, Doanh nhân;- Có kinh nghiệm vững vàng trong các lĩnh vực liên quan như Tăng trưởng, Phân tích hoặc Hiểu biết về người dùng, Nghiên cứu thị trường;- Tư duy logic, tư duy định hướng khách hàng và sản phẩm;- Quen thuộc với thị trường Thương mại điện tử/Fintech và có thể tận dụng các sắc thái địa phương để thiết kế các hoạt động tăng trưởng có mức độ phù hợp cao với người dùng của chúng tôi;- Kỹ năng giao tiếp cá nhân mạnh mẽ; có khả năng quản lý các bên liên quan cấp cao và quản lý dòng thời gian.",1 người,https://www.topcv.vn/viec-lam/giam-doc-marketing/1198341.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Chuyên Viên Quay Dựng Video ( Video Editor ),CÔNG TY TNHH PROFA,12 - 15 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 19/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnh,1 năm,Toàn thời gian,"- Có kinh nghiệm 1 - 2 năm ở vị trí tương đương- Tư duy dựng video hiện đại- Có kỹ năng quay tốt, biết hiệu chỉnh ánh sáng, góc quay phù hợp là một lợi thế- Cập nhật xu hướng liên tục, bắt trend tốt- Sở hữu kiến thức vững vàng về quy trình biên tập video, sử dụng các phần mềm biên tập chuyên nghiệp: Adobe Premiere Pro, After Effects, Final Cut Pro ...- Có khả năng làm việc độc lập và làm việc theo nhóm.- Có kỹ năng xử lý âm thanh và hình ảnh, hiểu rõ về cách trình bày thông điệp qua video.- Có thể chịu được áp lực công việc, thái độ nghiêm túc và có tinh thần trách nhiệm với công việc của mình.- Kỹ năng quản lý thời gian tốt, đảm bảo dự án hoàn thành đúng tiến độ. Sẵn sàng làm ngoài giờ và đi công tác theo yêu cầu công việc.- Có kinh nghiệm làm video ngắn (TikTok / Youtube Shorts / Reels,...)- Có kinh nghiệm làm video thương hiệu; mảng Beauty & Cosmetic là một lợi thế",1 người,https://www.topcv.vn/viec-lam/chuyen-vien-quay-dung-video-video-editor/1199229.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Nhân Viên Marketing (Nam) - TTS Marketing Ads - Thu Nhập Từ 7-20 Triệu ++,CÔNG TY TNHH MỘT THÀNH VIÊN ALIFACO,7 - 20 triệu,Hà Nội,Hạn nộp hồ sơ: 20/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoY tế / Dược,Không yêu cầu kinh nghiệm,Toàn thời gian,"Có kinh nghiệm ít nhất >6 tháng chạy quảng cáo các kênh facebook, youtube hoặc đã từng chi tiêu quảng cáo ít nhất >200tr• • Sinh viên năm cuối đang đợi bằng hoặc đã tốt nghiệp các trường Kinh tế, Báo chí, Y, Dược,... Ưu tiên các bạn có kiến thức nền tảng về marketing• Có khả năng tự học ham học hỏi, giao tiếp tốt, chịu được áp lực và cầu tiến.• Biết sử dụng PTS, các công cụ chỉnh sửa video cơ bản (camtasia, adobe premiere, filmora)",5 người,https://www.topcv.vn/viec-lam/nhan-vien-marketing-nam-tts-marketing-ads-thu-nhap-tu-7-20-trieu/1140087.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
"Nhân Viên Marketing Gửi Tin Nhắn Zalo, SMS (Yêu Cầu Trên 22 Tuổi)",Shinhan Finance,7 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Hành chính / Văn phòngMarketing / Truyền thông / Quảng cáoNgân hàng / Tài chính,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Không yêu cầu kinh nghiệm sẽ được đào tạo, nếu đã có kinh nghiệm sẽ là một lợi thế.- Nhanh nhẹn, xử lý vấn đề tốt- Yêu cầu có laptop- Yêu cầu trên 22 tuổi",5 người,https://www.topcv.vn/viec-lam/nhan-vien-marketing-gui-tin-nhan-zalo-sms-yeu-cau-tren-22-tuoi/1190531.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Digital Marketing (Mạnh Google Ads) - Thu Nhập Từ 15 Triệu,Công ty Cổ phần Thương Mại và Đầu Tư Gia Vũ,Trên 15 triệu,Hà Nội,Hạn nộp hồ sơ: 18/01/2024,Nhân viên,Bưu chính - Viễn thôngMarketing / Truyền thông / Quảng cáoCông nghệ thông tin,2 năm,Toàn thời gian,"Tốt nghiệp từ Cao đẳng trở lên các chuyên ngành Marketing, Quản trị kinh doanh, CNTT hoặc liên quan.Kiến thức chuyên sâu về Google Ads và Google Analytics.Kinh nghiệm chạy Google Ads tối thiểu 2 năm. Đặc biệt đối với các loại hình QC (Discovery Youtube, Display Network, Video ads, Smart, Shoping Ads).Ngân sách từng chạy trung bình > 300tr/tháng trong ngành bán lẻ.Kỹ năng phân tích thông tin, quản lý ngân sáchKhả năng tập trung và chịu được áp lực công việc.Kỹ năng giao tiếp và làm việc nhóm.Khả năng làm việc độc lập, làm việc nhóm, tinh thần trách nhiệm cao với công việc.Là người cầu tiến, cầu toàn và chủ động trong công việc.",2 người,https://www.topcv.vn/viec-lam/digital-marketing-manh-google-ads-thu-nhap-tu-15-trieu/1197945.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
"Nhân Viên Seo Marketing (Senior) - Thu Nhập Upto 2,200 USD",GEM MULTIMEDIA SDN. BHD,"2,100 - 2,200 USD",Nước Ngoài,Hạn nộp hồ sơ: 13/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"- Tiếng Anh giao tiếp căn bản, đọc hiểu tài liệu tiếng anh về SEO là 1 lợi thế- Kỹ tính, cẩn thận, chi tiết và có trách nhiệm với công việc, thái độ hơn Trình độ- Có tinh thần cầu tiến, ham học hỏi và kiếm tiền bằng SEO.- Khả năng multi task và quản lý thời gian tốt- Tự tin giao tiếp, teamwork tốt, nhiệt huyết trong công việc và không ngại học hỏi, đổi mới.",50 người,https://www.topcv.vn/viec-lam/nhan-vien-seo-marketing-senior-thu-nhap-upto-2-200-usd/1195552.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
"Nhân Viên Digital Admin (Report Data System) Thu Nhập Upto 1,800 USD",GEM MULTIMEDIA SDN. BHD,"1,700 - 1,800 USD",Nước Ngoài,Hạn nộp hồ sơ: 13/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"- Sử dụng thành thạo Excel biết nhiều về các hàm phân tích thống kê dữ liệu là một lợi thế.- Cẩn thận, tỉ mỷ, không ẩu tả trong việc rà soát về kiểm tra số liệu.- Thái độ hơn Trình độ, có trách nhiệm cao trong công việc, chịu được áp lực cao trong công việc.- Trung thực, bảo mật tốt các thông tin data số liệu khi được tiếp xúc.- Có kinh nghiệm xử lý và deal thỏa thuận việc mua quảng cáo với các bên thứ ba sẽ là một lợi thế.- Đã từng làm qua các vị trí liên quan tới các ngành Digital Marketing, Social Media, DA, QC thêm 1 điểm cộng.- Tiếng anh cơ bản để giao tiếp trong công việc.- Khả năng multi task và quản lý thời gian tốt- Tự tin giao tiếp, teamwork tốt, nhiệt huyết trong công việc và không ngại học hỏi, đổi mới.",50 người,https://www.topcv.vn/viec-lam/nhan-vien-digital-admin-report-data-system-thu-nhap-upto-1-800-usd/1195602.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Nhân Viên Quan Hệ Công Chúng/PR Tại Hà Nội (Lương 10 - 15 Triệu + Thưởng),CÔNG TY CỔ PHẦN SPERO,10 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 08/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoTổ chức sự kiện / Quà tặng,1 năm,Toàn thời gian,"- Tốt nghiệp CĐ/ĐH chuyên ngành quan hệ công chúng, Marketing... hoặc ngành liên quan và từ 01 năm kinh nghiệm vị trí tương đương;- Yêu thích cafe, du lịch, thích khám phá trải nghiệm là 1 lợi thế;- Kỹ năng làm việc nhóm tốt, có trách nhiệm và chịu được áp lực công việc cao, kỹ năng xử lý vấn đề tốt;- Biết Tiếng Anh và sử dụng thành thạo máy tính văn phòng;- Ý thức trách nhiệm cao, chăm chỉ, trung thực, nhiệt tình trong công việc;- Kỹ năng lập kế hoạch và báo cáo;- Khả năng xử lý tình huống và giải quyết vấn đề.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-quan-he-cong-chung-pr-tai-ha-noi-luong-10-15-trieu-thuong/1147745.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Nhân Viên Content Marketing - Content Writer Tại TP. Hồ Chí Minh Thu Nhập Hấp Dẫn,CÔNG TY CỔ PHẦN ORISKIN,8 - 12 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 15/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoMỹ phẩm / Trang sức,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Khả năng viết bài, sáng tạo và tư duy ngôn ngữ tốt- Kỹ năng đọc hiểu và diễn đạt nội dung, kỹ năng quan sát.- Có kiến thức về các kênh truyền thông trên mạng xã hội- Hiểu biết về lĩnh vực mỹ phẩm- Bắt kịp các trào lưu, cập nhật các chiến dịch mới và chuyển hóa thành nội dung phù hợp cho công ty. - Giao tiếp tốt, có thể giải quyết được tình huống khi phát sinh trong quá trình làm việc.- Cẩn thận, chi tiết, khả năng tác nghiệp độc lập, chủ động",2 người,https://www.topcv.vn/viec-lam/nhan-vien-content-marketing-content-writer-tai-tp-ho-chi-minh-thu-nhap-hap-dan/1196827.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Nhân Viên Digital Marketing,Công ty TNHH Thực Phẩm Delta D'Asia,Thoả thuận,Hồ Chí Minh,Hạn nộp hồ sơ: 18/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoThực phẩm / Đồ uống,2 năm,Toàn thời gian,Yêu cầu tiếng Anh: Cơ bảnCó kinh nghiệm ít nhất 1-2 năm trong mảng Digital MarketingCó hiểu biết cơ bản về SEOYêu cầu có tư duy logic và lập luận tốt,1 người,https://www.topcv.vn/viec-lam/nhan-vien-digital-marketing/1197728.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Digital Marketing - Thu Nhập Upto 20 Triệu - Tại Hồ Chí Minh,CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM CALAPHARCO,Thoả thuận,Hồ Chí Minh,Hạn nộp hồ sơ: 15/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoY tế / DượcDược phẩm / Công nghệ sinh học,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Tốt nghiệp chuyên ngành Marketing, báo chí,..- Có khả năng làm việc nhóm- Am hiểu về các mạng xã hội (Facebook, Instagram, Tiktok, Youtube...)- Biết sử dụng các công cụ hỗ trợ digital marketing.- Có khả năng viết và có ý tưởng sáng tạo nội dung- Triển khai công việc về Marketing Online và Truyền thông- Có khả năng viết bài, sáng tạo nội dung lôi cuốn và thu hút trên mạng xã hội, website...- Thành thạo internet, tin học văn phòng là một lợi thế.",1 người,https://www.topcv.vn/viec-lam/digital-marketing-thu-nhap-upto-20-trieu-tai-ho-chi-minh/1197370.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Nhân Viên Thiết Kế - Graphic Designer (Thu Nhập 12 - 19 Triệu),CÔNG TY TNHH DR. MARIE,12 - 19 triệu,Hà Nội,Hạn nộp hồ sơ: 07/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnhThiết kế đồ họa,1 năm,Toàn thời gian,"• Tốt nghiệp Đại học chuyên ngành liên quan• Có profile thiết kế các sản phẩm và dự án tương tự trong môi trường doanh nghiệp/tổ chức nước ngoài• Có kinh nghiệm làm việc với các nhà cung cấp dịch vụ in ấn, sản xuất, thiết kế• (Ưu tiên) Có kinh nghiệm làm việc với các sản phẩm thiết kế 3D, sản phẩm số và nghe nhìn• Có kinh nghiệm trong lĩnh vực: Thiết kế đồ họa, ấn phẩm quảng cáo, sự kiện, quay và dựng Videos.• Có kinh nghiệm trong sản xuất ấn phẩm truyền thông (gồm hình ảnh và videos),đảm bảo nhận diện thương hiệu và tuân thủ nhận diện thương hiệu tại các điểm bán hàng và trên các touch points với khách hàng.• (Ưu tiên) có kỹ năng tốt về ngôn ngữ, sử dụng thành thạo tiếng Anh• Thành thạo các phần mềm thiết kế và dàn trang như bộ Adobe CS, Corel Draw",1 người,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-graphic-designer-thu-nhap-12-19-trieu/1190846.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
Marketing Supervisor,CÔNG TY CỔ PHẦN TIERRA,Thoả thuận,Hồ Chí Minh,Hạn nộp hồ sơ: 19/01/2024,Trưởng nhóm,Marketing / Truyền thông / Quảng cáoMỹ phẩm / Trang sứcTổ chức sự kiện / Quà tặng,3 năm,Toàn thời gian,"- Có tính cách: Năng động, tự tin, vui vẻ và trách nhiệm với công việc cao...- Tốt nghiệp Đại học: Marketing, kinh doanh hoặc các ngành có liên quan.- Có kỹ năng: Thành thạo Tin học văn phòng (Word, Excel, PowerPoint).- Kinh nghiệm: ít nhất 3 năm kinh nghiệm- Có kiến thức về nền tảng tiếp thị kỹ thuật số, ",1 người,https://www.topcv.vn/viec-lam/marketing-supervisor/1184146.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055733
